"행정구역","2020년06월_계_총인구수","2020년06월_계_연령구간인구수","2020년06월_계_0~9세","2020년06월_계_10~19세","2020년06월_계_20~29세","2020년06월_계_30~39세","2020년06월_계_40~49세","2020년06월_계_50~59세","2020년06월_계_60~69세","2020년06월_계_70~79세","2020년06월_계_80~89세","2020년06월_계_90~99세","2020년06월_계_100세 이상"
"강원도 양구군 양구읍(4280025000)","14,288","14,288","1,505","1,668","1,835","2,019","1,875","2,067","1,735","968","542","64","10"
"강원도 양구군 남면(4280031000)","3,332","3,332","118","191","384","250","314","668","663","460","245","36","3"
"강원도 양구군 동면(4280032000)","2,042","2,042","71","98","451","132","165","355","340","279","127","24","0"
"강원도 양구군 방산면(4280033000)","1,347","1,347","54","67","279","114","81","217","261","166","99","9","0"
"강원도 양구군 해안면(4280034000)","1,323","1,323","39","87","115","93","141","297","255","189","93","14","0"
"강원도 인제군 (4281000000)","31,554","31,554","2,548","2,293","4,108","3,876","3,993","5,333","4,955","2,744","1,448","242","14"
"강원도 인제군 인제읍(4281025000)","9,288","9,288","805","806","1,182","1,188","1,329","1,500","1,312","729","373","57","7"
"강원도 인제군 인제읍귀둔출장소(4281025100)","505","505","18","24","38","30","61","117","109","75","30","3","0"
"강원도 인제군 남면(4281031000)","4,067","4,067","363","276","536","580","423","616","688","326","222","37","0"
"강원도 인제군 북면(4281032000)","8,376","8,376","647","631","1,088","916","1,131","1,513","1,284","724","373","65","4"
"강원도 인제군 기린면(4281033000)","5,077","5,077","416","324","586","666","632","908","816","439","244","44","2"
"강원도 인제군 서화면(4281034000)","2,713","2,713","253","144","552","412","263","347","374","239","113","16","0"
"강원도 인제군 상남면(4281035000)","1,528","1,528","46","88","126","84","154","332","372","212","93","20","1"
"강원도 고성군 (4282000000)","26,886","26,886","1,290","1,663","2,966","2,231","3,105","4,932","5,031","3,537","1,784","331","16"
"강원도 고성군 간성읍(4282025000)","7,070","7,070","572","594","907","806","922","1,167","1,006","666","354","71","5"
"강원도 고성군 거진읍(4282025300)","6,387","6,387","228","370","548","373","660","1,182","1,354","1,027","529","112","4"
"강원도 고성군 현내면(4282031000)","2,430","2,430","57","109","179","155","212","466","569","431","217","35","0"
"강원도 고성군 죽왕면(4282032000)","3,800","3,800","161","180","434","316","401","721","734","525","282","43","3"
"강원도 고성군 토성면(4282033000)","7,199","7,199","272","410","898","581","910","1,396","1,368","888","402","70","4"
"강원도 양양군 (4283000000)","27,808","27,808","1,377","1,901","2,386","2,379","3,540","5,093","5,362","3,667","1,777","310","16"
"강원도 양양군 양양읍(4283025000)","12,282","12,282","874","1,136","1,208","1,261","1,893","2,124","1,906","1,205","571","102","2"
"강원도 양양군 서면(4283031000)","2,895","2,895","73","180","220","178","320","544","640","467","234","39","0"
"강원도 양양군 손양면(4283032000)","2,362","2,362","70","111","197","148","260","457","485","395","209","25","5"
"강원도 양양군 현북면(4283033000)","2,547","2,547","77","94","163","181","237","495","617","437","211","32","3"
"강원도 양양군 현남면(4283034000)","3,079","3,079","89","136","166","247","320","531","707","530","290","59","4"
"강원도 양양군 강현면(4283035000)","4,643","4,643","194","244","432","364","510","942","1,007","633","262","53","2"
"충청북도  (4300000000)","1,597,593","1,597,593","126,469","151,063","198,496","197,029","242,150","273,957","214,966","119,630","64,406","8,869","558"
"충청북도 청주시 (4311000000)","842,821","842,821","75,842","86,890","119,617","119,435","136,783","137,656","93,314","46,746","23,082","3,265","191"
"충청북도 청주시 상당구 (4311100000)","184,165","184,165","15,646","19,439","23,730","21,952","29,592","32,088","22,553","12,081","6,074","952","58"
"충청북도 청주시 상당구 낭성면(4311131000)","2,305","2,305","46","69","180","143","188","471","579","352","233","42","2"
"충청북도 청주시 상당구 미원면(4311132000)","5,103","5,103","116","224","352","284","426","987","1,236","825","541","104","8"
"충청북도 청주시 상당구 가덕면(4311133000)","3,984","3,984","103","130","335","249","382","901","909","573","353","48","1"
"충청북도 청주시 상당구 남일면(4311134000)","6,945","6,945","451","436","774","720","823","1,365","1,233","636","443","58","6"
"충청북도 청주시 상당구 문의면(4311135000)","4,127","4,127","114","206","327","258","431","793","847","612","460","75","4"
"충청북도 청주시 상당구 중앙동(4311152500)","5,834","5,834","231","443","825","595","777","1,006","935","644","337","37","4"
"충청북도 청주시 상당구 성안동(4311154500)","7,053","7,053","241","414","990","729","883","1,220","1,286","802","412","69","7"
"충청북도 청주시 상당구 탑대성동(4311162000)","9,162","9,162","453","707","1,119","896","1,282","1,688","1,516","980","443","74","4"
"충청북도 청주시 상당구 영운동(4311167000)","11,098","11,098","719","968","1,397","1,269","1,630","1,942","1,689","1,012","418","53","1"
"충청북도 청주시 상당구 금천동(4311168000)","30,133","30,133","2,612","3,794","3,927","3,344","5,395","5,104","3,325","1,824","702","102","4"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,685","13,685","1,592","1,959","1,603","1,635","2,590","2,143","1,182","650","292","37","2"
"충청북도 청주시 상당구 용암1동(4311172000)","51,691","51,691","5,308","6,314","7,192","7,223","9,164","8,650","4,821","1,954","899","158","8"
"충청북도 청주시 상당구 용암2동(4311173000)","33,045","33,045","3,660","3,775","4,709","4,607","5,621","5,818","2,995","1,217","541","95","7"
"충청북도 청주시 서원구 (4311200000)","198,950","198,950","14,810","21,092","28,823","23,786","31,776","34,990","24,450","12,386","5,972","815","50"
"충청북도 청주시 서원구 남이면(4311231000)","10,275","10,275","663","690","1,180","1,127","1,316","2,225","1,700","808","498","65","3"
"충청북도 청주시 서원구 현도면(4311232000)","3,427","3,427","100","134","202","233","360","636","761","554","387","57","3"
"충청북도 청주시 서원구 사직1동(4311251000)","8,041","8,041","342","575","955","809","1,079","1,616","1,387","805","411","53","9"
"충청북도 청주시 서원구 사직2동(4311252000)","14,734","14,734","1,472","1,429","1,807","2,042","2,120","2,475","1,964","912","445","62","6"
"충청북도 청주시 서원구 사창동(4311253000)","15,110","15,110","742","1,041","3,426","2,045","1,945","2,258","1,981","1,186","434","48","4"
"충청북도 청주시 서원구 모충동(4311254000)","15,044","15,044","761","1,056","2,353","1,663","1,947","2,842","2,487","1,287","568","74","6"
"충청북도 청주시 서원구 산남동(4311255000)","27,204","27,204","2,518","4,160","3,701","3,311","5,324","4,496","2,148","977","500","66","3"
"충청북도 청주시 서원구 분평동(4311256000)","31,607","31,607","2,752","4,312","4,663","3,626","5,884","5,612","2,613","1,333","719","91","2"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,992","13,992","612","1,028","2,069","1,416","1,888","2,654","2,293","1,369","583","74","6"
"충청북도 청주시 서원구 수곡2동(4311258000)","13,842","13,842","738","1,141","1,804","1,332","1,755","2,869","2,316","1,209","586","90","2"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","45,674","45,674","4,110","5,526","6,663","6,182","8,158","7,307","4,800","1,946","841","135","6"
"충청북도 청주시 흥덕구 (4311300000)","265,681","265,681","24,616","26,870","41,245","41,356","43,467","43,037","26,563","11,966","5,745","780","36"
"충청북도 청주시 흥덕구 오송읍(4311325000)","22,880","22,880","2,337","2,222","2,985","3,767","3,979","3,220","2,293","1,308","663","100","6"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,903","10,903","722","1,059","1,451","1,179","1,573","2,092","1,500","807","464","50","6"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,937","17,937","2,292","1,264","2,057","3,600","2,503","2,719","1,913","960","554","71","4"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","17,613","17,613","996","1,574","2,658","1,988","2,586","3,669","2,447","1,084","528","78","5"
"충청북도 청주시 흥덕구 복대1동(4311374100)","51,803","51,803","6,209","6,664","7,478","8,717","10,109","7,211","3,336","1,371","621","84","3"
"충청북도 청주시 흥덕구 복대2동(4311374200)","16,331","16,331","676","1,169","3,389","1,860","2,115","3,050","2,358","1,218","439","55","2"
"충청북도 청주시 흥덕구 가경동(4311374700)","51,442","51,442","4,369","6,572","7,610","6,254","8,910","9,554","5,295","1,913","843","119","3"
"충청북도 청주시 흥덕구 봉명1동(4311375100)","9,856","9,856","546","607","1,999","1,637","1,387","1,594","1,233","591","237","25","0"
"충청북도 청주시 흥덕구 봉명2.송정동(4311375600)","24,772","24,772","1,845","2,441","4,320","4,039","4,047","4,103","2,446","1,011","448","69","3"
"충청북도 청주시 흥덕구 강서제1동(4311376000)","28,512","28,512","2,122","2,409","5,275","4,717","4,444","4,498","2,945","1,310","683","107","2"
"충청북도 청주시 흥덕구 강서제2동(4311377000)","13,632","13,632","2,502","889","2,023","3,598","1,814","1,327","797","393","265","22","2"
"충청북도 청주시 청원구 (4311400000)","194,025","194,025","20,770","19,489","25,819","32,341","31,948","27,541","19,748","10,313","5,291","718","47"
"충청북도 청주시 청원구 내수읍(4311425000)","19,836","19,836","1,606","1,945","2,379","2,224","3,173","3,555","2,520","1,474","823","127","10"
"충청북도 청주시 청원구 오창읍(4311425300)","68,894","68,894","10,260","7,308","8,677","15,743","12,155","7,092","4,412","2,048","1,044","150","5"
"충청북도 청주시 청원구 북이면(4311431000)","4,701","4,701","103","194","373","309","444","937","1,066","711","486","69","9"
"충청북도 청주시 청원구 우암동(4311451000)","12,519","12,519","555","778","2,060","1,533","1,625","2,110","1,909","1,236","649","59","5"
"충청북도 청주시 청원구 내덕1동(4311452000)","8,874","8,874","375","603","1,137","899","1,185","1,599","1,595","974","446","56","5"
"충청북도 청주시 청원구 내덕2동(4311453000)","11,743","11,743","727","921","1,751","1,265","1,779","2,004","1,688","1,068","485","52","3"
"충청북도 청주시 청원구 율량.사천동(4311454000)","48,801","48,801","4,529","5,427","7,514","7,148","8,079","7,965","5,019","2,019","954","139","8"
"충청북도 청주시 청원구 오근장동(4311455000)","18,657","18,657","2,615","2,313","1,928","3,220","3,508","2,279","1,539","783","404","66","2"
"충청북도 충주시 (4313000000)","210,173","210,173","14,964","19,178","24,287","23,715","31,253","37,844","30,520","17,473","9,663","1,207","69"
"충청북도 충주시 주덕읍(4313025000)","4,914","4,914","117","232","383","321","499","1,050","1,116","694","453","46","3"
"충청북도 충주시 살미면(4313031000)","2,052","2,052","41","64","127","109","163","439","567","330","183","28","1"
"충청북도 충주시 수안보면(4313032500)","3,059","3,059","82","119","206","168","273","655","763","507","239","46","1"
"충청북도 충주시 대소원면(4313033500)","8,594","8,594","562","405","1,353","1,378","1,169","1,461","1,222","607","387","43","7"
"충청북도 충주시 신니면(4313035000)","3,034","3,034","32","117","191","173","240","607","764","501","368","38","3"
"충청북도 충주시 노은면(4313036000)","2,339","2,339","57","99","136","123","191","424","593","418","261","33","4"
"충청북도 충주시 앙성면(4313037000)","4,012","4,012","81","154","272","189","356","820","1,033","646","407","50","4"
"충청북도 충주시 중앙탑면(4313038500)","12,694","12,694","1,938","923","1,499","2,894","1,964","1,494","1,102","516","318","44","2"
"충청북도 충주시 금가면(4313039000)","3,727","3,727","321","274","492","457","512","511","552","349","230","26","3"
"충청북도 충주시 동량면(4313040000)","3,728","3,728","106","176","260","188","354","764","867","564","387","60","2"
"충청북도 충주시 산척면(4313041000)","2,314","2,314","57","79","153","128","206","444","558","395","261","31","2"
"충청북도 충주시 엄정면(4313042000)","3,291","3,291","84","181","195","175","279","593","838","528","364","48","6"
"충청북도 충주시 소태면(4313043000)","1,961","1,961","64","79","102","115","152","353","508","346","219","22","1"
"충청북도 충주시 성내.충인동(4313051500)","2,791","2,791","112","166","300","231","346","496","541","366","191","39","3"
"충청북도 충주시 교현.안림동(4313053500)","23,601","23,601","1,684","2,556","2,790","2,482","3,720","4,396","3,226","1,755","885","102","5"
"충청북도 충주시 교현2동(4313054000)","7,221","7,221","303","566","893","632","994","1,321","1,230","805","432","42","3"
"충청북도 충주시 용산동(4313055000)","15,680","15,680","1,294","2,050","1,908","1,710","2,925","2,730","1,648","886","468","57","4"
"충청북도 충주시 지현동(4313056000)","5,279","5,279","260","478","587","454","744","968","857","588","303","36","4"
"충청북도 충주시 문화동(4313057100)","9,709","9,709","391","732","1,053","861","1,222","1,823","1,888","1,112","543","80","4"
"충청북도 충주시 호암.직동(4313058000)","17,590","17,590","2,063","2,322","2,004","2,559","3,295","2,723","1,518","708","349","49","0"
"충청북도 충주시 달천동(4313060500)","3,710","3,710","99","155","516","281","405","743","722","484","277","27","1"
